no_of_children,no_of_week_nights,arrival_date,avg_price_per_room,booking_status
0.0,1.0,29.0,120.0,1.0
0.0,4.0,26.0,96.3,1.0
0.0,1.0,18.0,140.0,0.0
0.0,2.0,31.0,115.68,0.0
0.0,1.0,9.0,67.22,0.0
0.0,3.0,3.0,89.0,1.0
1.0,3.0,18.0,124.5,1.0
0.0,0.0,19.0,95.0,0.0
2.0,1.0,16.0,147.59,0.0
0.0,4.0,21.0,82.88,0.0
0.0,1.0,27.0,131.4,0.0
0.0,0.0,9.0,89.0,0.0
0.0,0.0,21.0,155.0,0.0
0.0,2.0,10.0,129.0,0.0
0.0,1.0,19.0,149.0,0.0
0.0,0.0,21.0,129.0,1.0
0.0,3.0,29.0,104.04,0.0
0.0,1.0,28.0,104.4,1.0
0.0,3.0,25.0,68.7,1.0
0.0,2.0,24.0,95.0,0.0
0.0,0.0,6.0,96.0,0.0
0.0,1.0,17.0,141.0,0.0
0.0,2.0,13.0,95.0,1.0
0.0,2.0,24.0,105.0,0.0
0.0,4.0,28.0,77.88,0.0
0.0,2.0,30.0,117.9,1.0
0.0,4.0,27.0,89.25,0.0
0.0,2.0,11.0,110.46,0.0
0.0,5.0,23.0,123.25,1.0
0.0,5.0,17.0,74.8,0.0
0.0,2.0,13.0,102.33,0.0
0.0,0.0,23.0,115.0,1.0
0.0,2.0,19.0,126.0,0.0
0.0,3.0,8.0,68.0,0.0
0.0,4.0,12.0,46.67,0.0
0.0,2.0,17.0,75.0,0.0
1.0,4.0,18.0,108.19,0.0
0.0,1.0,11.0,94.5,0.0
0.0,2.0,25.0,86.1,0.0
0.0,5.0,25.0,64.08,0.0
0.0,0.0,21.0,67.0,0.0
0.0,1.0,22.0,95.48,0.0
0.0,2.0,27.0,104.0,0.0
0.0,2.0,25.0,139.0,0.0
0.0,3.0,18.0,90.95,0.0
0.0,0.0,19.0,115.2,1.0
0.0,3.0,21.0,112.33,0.0
0.0,1.0,22.0,153.0,1.0
2.0,2.0,21.0,129.6,0.0
0.0,4.0,18.0,90.9,1.0
0.0,1.0,23.0,100.0,0.0
0.0,3.0,14.0,94.5,0.0
0.0,3.0,17.0,114.3,0.0
0.0,1.0,24.0,98.1,0.0
0.0,0.0,7.0,124.0,1.0
0.0,1.0,23.0,95.2,0.0
0.0,1.0,26.0,75.0,0.0
1.0,2.0,10.0,128.0,0.0
0.0,1.0,23.0,99.9,1.0
0.0,2.0,3.0,94.0,0.0
0.0,2.0,26.0,90.9,1.0
0.0,1.0,4.0,125.1,0.0
0.0,2.0,25.0,93.3,1.0
0.0,2.0,16.0,109.0,0.0
0.0,3.0,12.0,96.3,0.0
0.0,5.0,29.0,61.43,1.0
0.0,1.0,18.0,94.5,1.0
0.0,1.0,21.0,112.0,0.0
0.0,2.0,11.0,127.0,1.0
0.0,5.0,25.0,91.68,1.0
0.0,3.0,14.0,120.0,0.0
0.0,1.0,3.0,126.36,1.0
0.0,1.0,29.0,109.0,0.0
0.0,2.0,13.0,116.1,0.0
0.0,4.0,26.0,55.0,0.0
0.0,4.0,14.0,135.9,0.0
0.0,2.0,19.0,106.0,0.0
2.0,3.0,11.0,171.0,0.0
0.0,0.0,2.0,124.0,0.0
0.0,1.0,5.0,112.2,0.0
0.0,3.0,9.0,80.55,0.0
0.0,2.0,4.0,76.67,0.0
2.0,1.0,19.0,82.44,0.0
0.0,0.0,30.0,105.0,1.0
0.0,2.0,17.0,168.3,1.0
0.0,0.0,8.0,65.0,0.0
0.0,2.0,4.0,67.5,1.0
0.0,2.0,18.0,87.0,0.0
0.0,0.0,16.0,90.0,1.0
0.0,2.0,14.0,90.0,0.0
0.0,3.0,29.0,201.08,0.0
0.0,2.0,30.0,95.85,0.0
0.0,7.0,15.0,90.95,1.0
0.0,3.0,8.0,130.5,1.0
0.0,4.0,11.0,69.0,0.0
0.0,2.0,4.0,87.3,1.0
2.0,3.0,1.0,210.0,0.0
0.0,2.0,18.0,160.2,0.0
0.0,2.0,6.0,73.95,1.0
0.0,4.0,9.0,119.85,0.0
0.0,3.0,6.0,60.0,0.0
0.0,1.0,6.0,101.0,0.0
0.0,4.0,27.0,90.0,1.0
0.0,5.0,12.0,99.45,0.0
0.0,2.0,25.0,79.8,0.0
0.0,1.0,13.0,81.0,0.0
0.0,1.0,27.0,62.5,0.0
0.0,4.0,19.0,210.6,0.0
0.0,2.0,30.0,98.67,0.0
0.0,3.0,14.0,93.2,0.0
0.0,3.0,28.0,76.5,0.0
0.0,2.0,24.0,95.0,1.0
0.0,4.0,30.0,82.45,1.0
0.0,1.0,26.0,31.0,0.0
0.0,2.0,13.0,94.6,0.0
0.0,2.0,20.0,73.0,0.0
0.0,2.0,19.0,82.45,1.0
0.0,0.0,12.0,65.0,0.0
0.0,3.0,4.0,130.05,1.0
0.0,2.0,23.0,89.3,0.0
0.0,1.0,1.0,94.5,1.0
0.0,2.0,26.0,90.9,0.0
0.0,3.0,30.0,85.85,1.0
0.0,3.0,14.0,52.0,0.0
0.0,1.0,3.0,98.1,1.0
0.0,3.0,17.0,90.95,0.0
0.0,5.0,7.0,94.0,0.0
0.0,2.0,22.0,85.0,1.0
0.0,2.0,9.0,75.0,0.0
0.0,2.0,25.0,58.0,0.0
0.0,1.0,15.0,159.0,0.0
0.0,1.0,18.0,84.24,1.0
0.0,1.0,25.0,162.0,1.0
2.0,3.0,14.0,6.0,0.0
0.0,4.0,6.0,155.7,0.0
0.0,3.0,4.0,95.0,0.0
0.0,2.0,11.0,76.5,1.0
0.0,3.0,29.0,70.0,0.0
0.0,2.0,24.0,90.95,1.0
0.0,4.0,18.0,127.93,1.0
0.0,2.0,4.0,85.5,0.0
0.0,1.0,13.0,85.67,0.0
0.0,1.0,30.0,115.0,1.0
0.0,3.0,21.0,91.48,0.0
0.0,2.0,14.0,104.0,0.0
0.0,2.0,22.0,85.0,1.0
0.0,3.0,16.0,107.65,0.0
0.0,0.0,7.0,98.0,1.0
0.0,13.0,10.0,70.46,1.0
0.0,2.0,16.0,126.9,0.0
0.0,3.0,22.0,72.0,0.0
0.0,3.0,8.0,86.0,1.0
0.0,3.0,14.0,116.67,0.0
0.0,1.0,18.0,85.5,0.0
0.0,0.0,12.0,135.9,0.0
0.0,2.0,19.0,128.5,0.0
0.0,4.0,14.0,91.0,0.0
0.0,2.0,27.0,79.2,0.0
0.0,1.0,16.0,76.5,1.0
0.0,2.0,13.0,215.6,0.0
0.0,2.0,14.0,109.0,0.0
2.0,2.0,27.0,207.9,1.0
0.0,3.0,22.0,141.32,1.0
0.0,3.0,25.0,90.95,0.0
0.0,4.0,30.0,118.2,0.0
0.0,0.0,4.0,108.0,0.0
0.0,4.0,10.0,83.64,0.0
0.0,2.0,8.0,60.0,0.0
0.0,1.0,21.0,155.0,0.0
0.0,3.0,17.0,70.0,0.0
0.0,1.0,18.0,109.49,0.0
0.0,1.0,6.0,110.0,0.0
0.0,1.0,17.0,71.1,1.0
0.0,3.0,17.0,75.0,0.0
0.0,1.0,30.0,68.0,0.0
0.0,2.0,30.0,120.0,0.0
0.0,3.0,4.0,80.0,0.0
0.0,1.0,17.0,93.9,1.0
0.0,1.0,17.0,137.7,1.0
0.0,4.0,22.0,103.87,0.0
0.0,3.0,25.0,100.0,0.0
0.0,1.0,23.0,133.0,0.0
0.0,2.0,20.0,49.07,0.0
0.0,3.0,16.0,77.0,1.0
0.0,1.0,7.0,98.1,0.0
0.0,0.0,9.0,108.0,1.0
0.0,2.0,2.0,100.0,0.0
0.0,0.0,10.0,108.0,1.0
0.0,2.0,27.0,68.0,0.0
2.0,1.0,29.0,219.6,1.0
0.0,4.0,30.0,75.53,0.0
0.0,1.0,23.0,137.7,0.0
1.0,1.0,21.0,111.0,0.0
0.0,1.0,8.0,120.0,0.0
0.0,4.0,2.0,80.85,0.0
0.0,3.0,11.0,107.0,0.0
0.0,1.0,27.0,118.8,1.0
0.0,4.0,19.0,132.3,0.0
0.0,2.0,14.0,75.0,0.0
0.0,2.0,19.0,86.0,0.0
0.0,0.0,3.0,89.0,1.0
0.0,3.0,7.0,67.6,0.0
0.0,1.0,16.0,109.67,0.0
0.0,1.0,8.0,80.0,0.0
0.0,2.0,26.0,140.4,1.0
0.0,3.0,4.0,63.49,0.0
0.0,2.0,29.0,95.0,0.0
0.0,2.0,15.0,71.0,0.0
0.0,2.0,16.0,117.0,1.0
0.0,1.0,2.0,72.0,0.0
0.0,2.0,25.0,100.0,1.0
0.0,1.0,17.0,82.4,0.0
0.0,3.0,4.0,82.33,1.0
0.0,2.0,3.0,132.0,1.0
0.0,4.0,5.0,98.1,0.0
0.0,3.0,15.0,80.75,0.0
0.0,1.0,28.0,45.0,0.0
0.0,1.0,19.0,154.0,0.0
0.0,1.0,21.0,65.0,0.0
0.0,4.0,2.0,115.6,0.0
0.0,2.0,24.0,83.33,0.0
0.0,3.0,29.0,85.0,0.0
0.0,3.0,19.0,136.0,0.0
0.0,1.0,19.0,65.0,0.0
0.0,2.0,13.0,115.0,1.0
1.0,2.0,3.0,102.68,0.0
1.0,2.0,25.0,153.8,0.0
0.0,1.0,23.0,87.04,0.0
2.0,5.0,11.0,217.11,1.0
0.0,2.0,4.0,65.0,1.0
0.0,5.0,26.0,144.63,1.0
0.0,2.0,13.0,75.0,0.0
0.0,4.0,25.0,132.6,0.0
0.0,0.0,25.0,114.5,0.0
1.0,3.0,15.0,125.45,0.0
0.0,2.0,6.0,194.58,0.0
0.0,2.0,17.0,69.0,0.0
0.0,1.0,25.0,116.1,1.0
0.0,3.0,11.0,76.58,1.0
0.0,1.0,6.0,86.0,0.0
0.0,2.0,19.0,70.0,0.0
0.0,4.0,24.0,150.3,1.0
0.0,2.0,7.0,113.4,0.0
0.0,2.0,22.0,98.0,0.0
0.0,2.0,22.0,137.7,1.0
0.0,2.0,25.0,100.0,1.0
0.0,2.0,11.0,94.5,0.0
0.0,1.0,11.0,144.9,0.0
0.0,3.0,9.0,151.0,0.0
0.0,3.0,7.0,148.5,0.0
0.0,3.0,18.0,72.25,1.0
0.0,3.0,9.0,144.1,0.0
0.0,4.0,13.0,89.25,0.0
0.0,2.0,14.0,115.0,1.0
0.0,2.0,24.0,95.0,0.0
0.0,2.0,13.0,67.5,0.0
0.0,1.0,15.0,115.0,1.0
0.0,2.0,2.0,140.0,0.0
0.0,2.0,15.0,130.0,1.0
2.0,5.0,20.0,177.3,1.0
0.0,3.0,29.0,71.91,1.0
0.0,1.0,6.0,75.0,1.0
0.0,2.0,29.0,137.63,0.0
0.0,3.0,20.0,102.41,0.0
0.0,3.0,29.0,93.09,1.0
0.0,2.0,1.0,90.47,0.0
0.0,3.0,10.0,98.0,0.0
0.0,1.0,9.0,120.0,0.0
0.0,2.0,26.0,107.0,1.0
0.0,0.0,21.0,65.0,0.0
0.0,1.0,17.0,79.2,0.0
0.0,3.0,27.0,113.4,1.0
2.0,3.0,7.0,159.75,0.0
0.0,3.0,15.0,168.3,0.0
0.0,2.0,16.0,103.5,0.0
0.0,2.0,1.0,93.6,1.0
0.0,2.0,17.0,63.75,0.0
0.0,1.0,4.0,89.0,0.0
0.0,1.0,14.0,96.3,0.0
0.0,2.0,8.0,125.33,0.0
0.0,3.0,22.0,159.3,0.0
0.0,5.0,15.0,74.8,1.0
0.0,4.0,27.0,95.0,0.0
0.0,5.0,6.0,89.25,0.0
0.0,2.0,9.0,170.1,0.0
0.0,2.0,22.0,100.0,1.0
0.0,3.0,2.0,88.0,0.0
0.0,0.0,3.0,90.9,0.0
0.0,5.0,22.0,63.75,1.0
0.0,3.0,22.0,85.5,0.0
0.0,1.0,13.0,215.0,0.0
0.0,2.0,16.0,105.3,0.0
0.0,1.0,17.0,65.0,0.0
0.0,3.0,10.0,81.0,1.0
0.0,1.0,15.0,85.0,0.0
0.0,3.0,21.0,119.85,0.0
0.0,4.0,25.0,129.96,0.0
1.0,0.0,9.0,135.0,1.0
0.0,3.0,2.0,139.86,1.0
2.0,3.0,3.0,158.95,1.0
1.0,0.0,2.0,135.0,0.0
0.0,0.0,23.0,115.0,1.0
0.0,1.0,2.0,109.8,0.0
0.0,1.0,28.0,60.0,1.0
0.0,2.0,18.0,52.0,1.0
0.0,2.0,19.0,115.0,1.0
0.0,4.0,1.0,102.0,1.0
0.0,3.0,9.0,152.15,0.0
0.0,5.0,16.0,87.18,0.0
0.0,2.0,18.0,90.0,1.0
0.0,1.0,4.0,85.0,0.0
0.0,3.0,7.0,125.4,0.0
0.0,2.0,18.0,80.0,0.0
0.0,3.0,10.0,126.3,0.0
0.0,5.0,29.0,123.3,0.0
0.0,3.0,6.0,85.0,0.0
0.0,3.0,18.0,141.75,1.0
0.0,3.0,13.0,90.95,0.0
0.0,2.0,30.0,161.67,0.0
0.0,5.0,7.0,81.0,0.0
0.0,2.0,11.0,88.0,0.0
0.0,1.0,26.0,72.0,0.0
0.0,2.0,15.0,120.0,1.0
0.0,5.0,22.0,1.6,0.0
0.0,2.0,15.0,75.15,0.0
0.0,3.0,29.0,90.98,0.0
0.0,1.0,5.0,81.25,0.0
0.0,2.0,19.0,102.0,0.0
0.0,1.0,11.0,94.5,1.0
0.0,2.0,19.0,111.5,0.0
0.0,2.0,20.0,90.95,0.0
0.0,2.0,11.0,75.0,0.0
2.0,2.0,7.0,153.0,0.0
0.0,2.0,16.0,115.0,0.0
0.0,4.0,20.0,62.8,1.0
0.0,1.0,19.0,122.4,1.0
0.0,4.0,12.0,81.5,1.0
0.0,1.0,2.0,104.0,0.0
0.0,5.0,4.0,139.5,0.0
0.0,2.0,19.0,71.0,0.0
0.0,4.0,5.0,107.99,0.0
0.0,2.0,11.0,109.65,0.0
0.0,1.0,24.0,68.99,0.0
0.0,2.0,29.0,133.1,0.0
0.0,3.0,17.0,89.9,0.0
0.0,2.0,14.0,101.5,0.0
0.0,2.0,25.0,105.3,1.0
0.0,1.0,10.0,96.0,0.0
0.0,2.0,29.0,124.8,0.0
0.0,2.0,29.0,48.0,0.0
0.0,1.0,18.0,96.3,0.0
0.0,1.0,28.0,92.0,0.0
0.0,1.0,10.0,84.0,1.0
0.0,2.0,21.0,139.0,0.0
0.0,5.0,9.0,127.8,0.0
0.0,2.0,23.0,139.0,0.0
0.0,3.0,21.0,76.5,0.0
0.0,2.0,17.0,109.0,1.0
0.0,2.0,14.0,101.5,0.0
0.0,0.0,16.0,90.0,1.0
0.0,3.0,3.0,78.3,1.0
0.0,2.0,17.0,87.0,0.0
0.0,3.0,13.0,105.3,1.0
0.0,4.0,10.0,99.45,0.0
0.0,2.0,15.0,120.0,1.0
0.0,2.0,30.0,95.0,1.0
0.0,3.0,17.0,126.9,0.0
0.0,3.0,8.0,78.0,1.0
0.0,4.0,5.0,117.6,0.0
0.0,3.0,26.0,95.0,1.0
0.0,3.0,14.0,149.4,1.0
0.0,2.0,11.0,120.0,1.0
0.0,1.0,9.0,70.44,0.0
0.0,3.0,4.0,140.7,0.0
0.0,1.0,15.0,65.0,0.0
0.0,0.0,25.0,65.0,0.0
0.0,1.0,2.0,12.0,0.0
0.0,5.0,27.0,112.56,1.0
0.0,5.0,22.0,177.35,1.0
1.0,0.0,10.0,15.0,0.0
0.0,2.0,4.0,133.65,0.0
0.0,3.0,19.0,72.0,0.0
0.0,3.0,11.0,63.87,0.0
0.0,3.0,17.0,75.0,0.0
0.0,1.0,8.0,94.5,0.0
0.0,2.0,3.0,132.0,1.0
0.0,1.0,13.0,137.7,0.0
0.0,1.0,27.0,85.0,0.0
0.0,3.0,25.0,85.0,0.0
0.0,2.0,2.0,142.2,0.0
0.0,4.0,12.0,120.0,1.0
0.0,3.0,3.0,94.5,0.0
0.0,2.0,16.0,109.0,0.0
0.0,2.0,2.0,100.0,0.0
0.0,0.0,6.0,107.0,0.0
0.0,2.0,7.0,103.5,1.0
2.0,0.0,17.0,86.5,1.0
0.0,2.0,6.0,109.3,1.0
0.0,3.0,8.0,110.0,1.0
0.0,1.0,18.0,108.0,0.0
0.0,0.0,21.0,145.0,0.0
0.0,1.0,29.0,123.3,1.0
1.0,3.0,21.0,62.8,0.0
0.0,2.0,6.0,119.0,0.0
0.0,3.0,14.0,83.2,0.0
0.0,2.0,3.0,151.0,0.0
0.0,0.0,21.0,167.0,1.0
0.0,1.0,5.0,135.0,0.0
0.0,1.0,19.0,109.0,0.0
0.0,2.0,11.0,97.0,1.0
0.0,1.0,4.0,60.98,0.0
0.0,4.0,16.0,120.6,0.0
0.0,1.0,28.0,98.41,1.0
0.0,2.0,13.0,95.0,1.0
0.0,2.0,15.0,130.0,1.0
0.0,2.0,15.0,100.0,0.0
0.0,1.0,2.0,93.0,1.0
0.0,2.0,2.0,100.0,0.0
0.0,2.0,10.0,80.75,0.0
0.0,2.0,17.0,88.0,0.0
0.0,1.0,7.0,95.0,0.0
0.0,1.0,17.0,71.1,1.0
0.0,3.0,11.0,103.5,0.0
0.0,2.0,26.0,79.0,1.0
0.0,2.0,1.0,112.5,0.0
1.0,3.0,19.0,90.0,0.0
0.0,3.0,1.0,75.0,0.0
0.0,2.0,5.0,164.0,0.0
0.0,1.0,22.0,117.0,1.0
2.0,2.0,7.0,86.5,1.0
0.0,2.0,20.0,75.0,1.0
0.0,2.0,4.0,75.0,0.0
0.0,3.0,16.0,65.52,0.0
0.0,8.0,6.0,129.6,0.0
0.0,2.0,25.0,119.5,0.0
0.0,1.0,30.0,115.0,1.0
0.0,5.0,4.0,123.33,1.0
0.0,1.0,4.0,153.09,1.0
0.0,1.0,10.0,97.71,0.0
0.0,3.0,15.0,65.0,1.0
0.0,1.0,3.0,124.2,0.0
0.0,3.0,4.0,98.25,1.0
0.0,4.0,5.0,115.6,1.0
0.0,2.0,4.0,87.0,0.0
0.0,1.0,24.0,137.7,1.0
0.0,1.0,1.0,75.0,0.0
0.0,2.0,30.0,106.2,1.0
0.0,1.0,13.0,127.0,0.0
0.0,2.0,3.0,149.0,0.0
0.0,1.0,9.0,100.7,1.0
0.0,1.0,1.0,126.9,1.0
0.0,2.0,12.0,86.45,0.0
0.0,0.0,23.0,90.0,0.0
0.0,5.0,4.0,74.8,0.0
0.0,2.0,13.0,61.88,0.0
0.0,2.0,16.0,79.2,0.0
0.0,2.0,24.0,90.0,0.0
0.0,1.0,28.0,60.0,1.0
0.0,1.0,28.0,183.0,0.0
0.0,3.0,18.0,94.5,0.0
0.0,3.0,21.0,124.8,1.0
0.0,3.0,23.0,78.3,1.0
0.0,3.0,22.0,80.08,0.0
0.0,4.0,18.0,48.4,0.0
0.0,1.0,28.0,60.0,1.0
0.0,3.0,3.0,75.0,0.0
0.0,1.0,23.0,84.0,0.0
0.0,4.0,25.0,77.25,0.0
0.0,2.0,4.0,84.0,0.0
0.0,4.0,12.0,90.0,0.0
0.0,5.0,23.0,86.28,0.0
0.0,3.0,27.0,90.95,0.0
0.0,2.0,6.0,118.0,0.0
0.0,0.0,28.0,67.0,0.0
0.0,3.0,11.0,108.0,0.0
0.0,2.0,20.0,120.0,1.0
0.0,3.0,5.0,90.0,0.0
0.0,2.0,18.0,125.1,1.0
0.0,1.0,2.0,72.42,0.0
0.0,2.0,10.0,116.1,0.0
0.0,1.0,24.0,88.5,0.0
0.0,2.0,29.0,126.9,1.0
0.0,3.0,7.0,150.45,1.0
0.0,1.0,28.0,134.1,0.0
0.0,1.0,18.0,149.0,0.0
0.0,1.0,2.0,99.9,1.0
0.0,0.0,29.0,97.02,0.0
0.0,2.0,13.0,90.0,0.0
0.0,1.0,14.0,94.5,1.0
0.0,2.0,4.0,101.34,1.0
0.0,3.0,24.0,85.5,0.0
0.0,1.0,26.0,79.2,1.0
0.0,3.0,8.0,59.75,0.0
0.0,4.0,27.0,108.8,0.0
0.0,2.0,27.0,188.0,0.0
0.0,1.0,4.0,94.5,0.0
0.0,3.0,19.0,169.0,0.0
0.0,1.0,3.0,65.0,0.0
2.0,0.0,4.0,156.6,0.0
0.0,0.0,20.0,139.0,0.0
0.0,1.0,7.0,146.7,1.0
0.0,1.0,21.0,137.7,1.0
0.0,4.0,19.0,72.76,0.0
0.0,2.0,20.0,140.0,0.0
0.0,1.0,7.0,76.0,0.0
0.0,3.0,30.0,125.0,0.0
2.0,0.0,25.0,161.1,0.0
1.0,3.0,25.0,85.6,0.0
0.0,1.0,3.0,135.0,1.0
0.0,2.0,16.0,88.0,0.0
0.0,1.0,2.0,65.0,0.0
1.0,1.0,28.0,130.5,1.0
0.0,4.0,11.0,149.4,1.0
0.0,0.0,19.0,119.0,0.0
0.0,1.0,13.0,88.0,0.0
0.0,1.0,3.0,87.3,0.0
0.0,3.0,21.0,85.0,0.0
0.0,2.0,21.0,86.63,1.0
0.0,1.0,27.0,128.0,0.0
0.0,1.0,19.0,107.67,0.0
0.0,4.0,13.0,98.98,0.0
0.0,2.0,13.0,90.65,0.0
0.0,3.0,22.0,106.25,0.0
0.0,1.0,16.0,108.0,1.0
1.0,1.0,6.0,93.17,1.0
0.0,3.0,30.0,73.96,1.0
0.0,1.0,20.0,93.0,0.0
0.0,1.0,19.0,80.3,0.0
0.0,1.0,26.0,91.5,0.0
0.0,0.0,10.0,95.0,0.0
0.0,1.0,21.0,126.9,1.0
0.0,0.0,11.0,151.0,0.0
0.0,2.0,18.0,109.0,0.0
0.0,1.0,6.0,90.0,0.0
0.0,3.0,27.0,149.4,0.0
0.0,2.0,4.0,80.3,0.0
0.0,2.0,24.0,76.5,0.0
0.0,1.0,2.0,65.0,0.0
0.0,5.0,4.0,90.0,1.0
0.0,3.0,28.0,125.66,0.0
0.0,1.0,5.0,112.2,0.0
1.0,3.0,13.0,58.0,0.0
0.0,2.0,19.0,115.0,1.0
0.0,3.0,18.0,177.3,0.0
0.0,3.0,8.0,86.93,0.0
0.0,3.0,19.0,133.45,1.0
0.0,3.0,29.0,176.04,0.0
2.0,0.0,23.0,153.0,0.0
0.0,2.0,13.0,51.0,0.0
1.0,1.0,18.0,149.0,1.0
0.0,1.0,16.0,72.9,1.0
0.0,0.0,20.0,90.0,0.0
0.0,1.0,15.0,159.0,0.0
0.0,3.0,4.0,80.75,0.0
0.0,0.0,19.0,135.0,0.0
0.0,1.0,6.0,90.0,0.0
0.0,3.0,6.0,110.0,0.0
0.0,3.0,20.0,85.5,1.0
0.0,1.0,9.0,104.0,0.0
0.0,1.0,22.0,92.83,0.0
0.0,3.0,29.0,139.0,0.0
0.0,3.0,6.0,176.4,1.0
0.0,2.0,31.0,60.35,0.0
0.0,3.0,8.0,68.0,0.0
0.0,5.0,6.0,149.0,0.0
0.0,2.0,19.0,106.65,1.0
1.0,2.0,8.0,96.13,0.0
0.0,3.0,7.0,45.5,0.0
0.0,2.0,1.0,221.38,0.0
0.0,4.0,17.0,112.0,1.0
0.0,2.0,17.0,93.08,1.0
0.0,1.0,31.0,140.7,0.0
0.0,1.0,7.0,107.1,1.0
0.0,4.0,27.0,148.95,0.0
0.0,2.0,16.0,72.0,1.0
0.0,1.0,29.0,65.0,1.0
0.0,2.0,7.0,71.0,0.0
0.0,2.0,12.0,66.0,0.0
0.0,1.0,24.0,119.0,0.0
0.0,2.0,29.0,70.0,0.0
0.0,2.0,17.0,126.9,0.0
0.0,2.0,23.0,157.0,0.0
0.0,3.0,8.0,182.18,0.0
0.0,3.0,6.0,108.0,1.0
0.0,2.0,20.0,100.0,1.0
0.0,2.0,2.0,100.0,0.0
1.0,3.0,23.0,90.0,0.0
0.0,3.0,3.0,89.0,1.0
0.0,1.0,5.0,77.0,0.0
0.0,0.0,13.0,83.0,0.0
0.0,3.0,14.0,165.63,0.0
0.0,1.0,26.0,90.3,0.0
0.0,2.0,8.0,96.3,1.0
0.0,2.0,18.0,100.0,0.0
0.0,1.0,15.0,163.0,0.0
0.0,2.0,9.0,52.0,0.0
0.0,3.0,19.0,95.0,0.0
0.0,3.0,17.0,75.0,0.0
0.0,1.0,30.0,195.0,0.0
0.0,3.0,14.0,52.0,0.0
0.0,4.0,1.0,103.5,0.0
0.0,4.0,3.0,80.75,0.0
2.0,3.0,14.0,86.75,1.0
0.0,2.0,1.0,131.4,1.0
0.0,0.0,20.0,75.0,0.0
0.0,4.0,27.0,141.3,0.0
0.0,3.0,18.0,68.07,0.0
0.0,2.0,4.0,116.0,0.0
0.0,2.0,9.0,115.0,0.0
0.0,1.0,3.0,129.0,1.0
0.0,2.0,29.0,75.0,0.0
0.0,2.0,12.0,103.5,0.0
0.0,1.0,25.0,76.0,0.0
0.0,2.0,25.0,130.0,1.0
0.0,4.0,13.0,94.5,0.0
0.0,3.0,14.0,116.1,1.0
0.0,6.0,3.0,104.76,1.0
0.0,3.0,26.0,101.73,0.0
0.0,1.0,2.0,150.3,1.0
0.0,1.0,16.0,95.7,1.0
0.0,2.0,21.0,110.0,1.0
0.0,2.0,17.0,159.3,0.0
0.0,3.0,21.0,101.33,1.0
0.0,4.0,7.0,104.55,0.0
0.0,1.0,21.0,137.7,0.0
0.0,2.0,2.0,100.0,1.0
0.0,3.0,17.0,122.0,0.0
0.0,2.0,15.0,120.0,1.0
0.0,3.0,25.0,100.0,0.0
0.0,2.0,17.0,75.0,1.0
0.0,1.0,2.0,86.35,0.0
0.0,3.0,8.0,149.4,0.0
0.0,1.0,29.0,96.3,1.0
0.0,5.0,28.0,182.0,0.0
0.0,2.0,27.0,95.0,0.0
0.0,3.0,14.0,83.57,0.0
2.0,1.0,21.0,174.0,0.0
0.0,1.0,7.0,109.0,0.0
0.0,2.0,9.0,112.05,1.0
0.0,3.0,6.0,80.0,0.0
0.0,1.0,16.0,70.0,0.0
0.0,1.0,9.0,137.7,0.0
0.0,1.0,6.0,107.1,1.0
0.0,1.0,11.0,67.0,0.0
0.0,0.0,21.0,167.0,1.0
0.0,3.0,17.0,75.0,0.0
0.0,0.0,27.0,104.0,0.0
0.0,2.0,24.0,95.0,0.0
0.0,3.0,21.0,101.33,1.0
0.0,0.0,20.0,84.6,1.0
0.0,2.0,1.0,75.0,1.0
0.0,3.0,22.0,95.67,0.0
0.0,1.0,30.0,115.0,1.0
0.0,2.0,15.0,85.0,0.0
0.0,3.0,4.0,80.0,0.0
0.0,2.0,16.0,103.5,0.0
0.0,2.0,16.0,79.2,1.0
0.0,2.0,6.0,89.2,1.0
0.0,1.0,30.0,167.4,1.0
0.0,1.0,3.0,140.4,0.0
0.0,3.0,23.0,224.67,1.0
0.0,3.0,4.0,80.0,0.0
0.0,3.0,11.0,141.75,0.0
0.0,2.0,10.0,114.3,1.0
0.0,5.0,29.0,80.75,0.0
1.0,2.0,16.0,84.58,0.0
0.0,3.0,19.0,88.4,0.0
0.0,2.0,10.0,112.2,1.0
1.0,2.0,23.0,117.65,0.0
0.0,4.0,28.0,61.0,1.0
0.0,1.0,9.0,120.0,0.0
0.0,3.0,9.0,112.0,1.0
0.0,2.0,3.0,106.25,0.0
0.0,4.0,6.0,110.0,1.0
0.0,1.0,2.0,102.7,0.0
0.0,1.0,8.0,65.0,0.0
0.0,2.0,16.0,140.0,1.0
0.0,1.0,6.0,104.0,0.0
2.0,3.0,27.0,18.6,0.0
0.0,6.0,22.0,159.6,1.0
1.0,2.0,22.0,149.0,1.0
0.0,5.0,16.0,114.63,0.0
0.0,2.0,19.0,71.0,0.0
1.0,2.0,13.0,140.4,1.0
0.0,3.0,1.0,60.0,0.0
0.0,3.0,8.0,101.38,0.0
0.0,1.0,3.0,65.0,0.0
0.0,2.0,25.0,105.0,1.0
0.0,5.0,14.0,96.9,0.0
0.0,4.0,19.0,132.6,0.0
0.0,1.0,6.0,80.0,0.0
0.0,2.0,9.0,90.0,0.0
0.0,2.0,24.0,95.0,0.0
0.0,1.0,22.0,190.0,0.0
0.0,2.0,14.0,104.0,0.0
0.0,2.0,4.0,90.0,0.0
0.0,3.0,6.0,80.0,0.0
0.0,0.0,25.0,80.0,0.0
